0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,14,13,14,29,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,22,23,22,23,38,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,14,15,41,13,13,47,0,0,1,0,30,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,22,23,24,21,22,22,20,0,0,0,0,30,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,129,130,131,40,0,0,0,0,0,0,0,30,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,138,139,140,51,0,0,0,46,13,14,15,47,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,39,0,0,0,19,22,23,24,38,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,48,0,0,0,0,0,0,0,46,13,14,29,
0,0,0,0,0,0,0,0,0,0,0,0,0,28,47,0,0,0,0,0,0,0,0,0,0,0,19,22,23,38,
0,0,0,0,0,0,0,0,0,0,0,0,0,37,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,
0,0,0,0,0,28,13,14,15,29,0,0,0,30,0,0,0,0,0,0,0,0,32,13,14,15,13,14,15,47,
0,0,0,0,0,37,22,23,24,38,0,0,0,30,0,0,0,0,3,0,0,0,37,22,23,24,22,23,24,20,
0,0,0,0,0,30,0,0,0,46,13,12,13,47,0,0,0,0,32,13,13,14,47,0,0,0,0,0,0,0,
28,13,13,14,15,47,0,0,0,19,22,21,22,20,0,0,0,0,37,22,22,23,20,0,0,0,0,0,0,0,
37,22,22,23,24,20,0,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,
30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,12,13,14,14,13,14,15,16,29,0,0,0,
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,21,22,23,23,22,23,24,25,38,0,0,0,
30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,48,0,0,0,0,0,1,0,30,0,0,0,
46,29,0,0,0,0,0,28,14,15,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,
19,38,0,0,0,0,0,37,23,24,25,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,
0,30,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,
0,30,0,0,28,13,14,47,0,0,0,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,30,0,0,0,
0,30,0,0,37,22,23,20,0,0,0,30,0,0,0,0,0,0,32,13,14,15,16,13,14,15,47,0,0,0,
0,46,13,14,47,0,0,0,0,0,0,30,0,0,0,0,0,0,37,22,23,24,25,22,23,24,20,0,0,0,
0,19,22,23,20,0,0,0,0,0,0,46,13,14,13,0,15,16,47,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,19,22,23,22,1,24,25,20,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
